seqid,log_likelihood
741,-1.2225426742711019
742,-1.2092882136708683
743,-1.2108026878120972
744,-1.2225865629530444
745,-1.1975729244271505
746,-1.2171237591615658
747,-1.2198222052190721
748,-1.233096958435688
749,-1.1972349501147712
750,-1.204281679133779
751,-1.199322258074259
752,-1.2096702339722938
753,-1.2161066114288015
754,-1.2310849219253384
755,-1.2180554891370006
756,-1.1987770316527062
757,-1.2229400320151418
758,-1.1956441820282298
759,-1.2071208363955783
760,-1.200497499446279
761,-1.2026957089139014
762,-1.219386149927513
763,-1.1942171706366784
764,-1.2006876837346971
765,-1.2109750963977932
766,-1.192013534073977
767,-1.2291979445624597
768,-1.1949440081094957
769,-1.1989952952591414
770,-1.1940551443198293
771,-1.2001652668431861
772,-1.216196119170828
773,-1.222609608443742
774,-1.2057849058170909
775,-1.1943710169841333
776,-1.2047683873127417
777,-1.2025154349730187
778,-1.192927881614449
779,-1.1935236822698534
780,-1.2158045817896264
781,-1.1975332043834568
782,-1.2063480652484697
783,-1.1903283817251933
784,-1.1919852974488563
785,-1.1971081605891591
786,-1.23623130247765
787,-1.186062134418291
788,-1.1879856070292365
789,-1.1920781086400611
790,-1.1929067238089965
791,-1.200967218458038
792,-1.2068907747563629
793,-1.192906330541237
794,-1.2217265650169136
795,-1.2445354658303802
796,-1.2333263908464884
797,-1.2414637300157056
798,-1.2431235559207876
799,-1.2335716326212145
800,-1.2489164686694587
801,-1.222890244316809
802,-1.246416308216213
803,-1.2371393577339722
804,-1.2343478645246053
805,-1.2576827216394169
806,-1.2250123957997745
807,-1.2236754427251129
808,-1.2161931303358569
809,-1.225754098793895
810,-1.239270947643162
811,-1.2450054208027947
812,-1.238600819381242
813,-1.2214521427744442
814,-1.2280496813587307
815,-1.2427323331537934
816,-1.240489291161606
817,-1.2434174842441206
818,-1.2229817183976321
819,-1.2363943512906734
820,-1.2282928781411082
821,-1.2267795838031572
822,-1.229431781572165
823,-1.2324456283726644
824,-1.2635424899071763
825,-1.2361278730569427
826,-1.224856504459971
827,-1.2296910236791236
828,-1.224353200381564
829,-1.2145112027826996
830,-1.209504274977851
831,-1.1991443437399323
832,-1.209619895699098
833,-1.2210952916096167
834,-1.2022335406431217
835,-1.2091418394108409
836,-1.2216284053841817
837,-1.2235489678137081
838,-1.2094126435899244
839,-1.2191048848260309
840,-1.217419260555936
841,-1.2297108443741946
842,-1.2242659735925419
843,-1.20234711637202
844,-1.2385060418512404
845,-1.2082557284954898
846,-1.2147584895497745
847,-1.2040729326071198
848,-1.2079830366311615
849,-1.2285238049693943
850,-1.2156722865153833
851,-1.2050561020054769
852,-1.2206623038065803
853,-1.1967866248691206
854,-1.1990442964219556
855,-1.193782373801949
856,-1.224543620630638
857,-1.1983228073906653
858,-1.1959252111690561
859,-1.1965394954091495
860,-1.1969200212930895
861,-1.2103728461511356
862,-1.2399634921673648
863,-1.2026191003543814
864,-1.1975643511899967
865,-1.2027561934952884
866,-1.1905345326846408
867,-1.191519275154035
868,-1.20629167065178
869,-1.189907899836904
870,-1.2141737003916317
871,-1.2232859503362596
872,-1.2583339730488885
873,-1.242335840598824
874,-1.2318138830440561
875,-1.231932413946722
876,-1.2489058504399566
877,-1.2096909198564352
878,-1.253412698962025
879,-1.2148971557617188
880,-1.2052198587004672
881,-1.2485383810456265
882,-1.2698656849025451
883,-1.2358396864428962
884,-1.2492829155676144
885,-1.2340839818580864
886,-1.2190012194446682
887,-1.2385948417113
888,-1.2439947226612837
889,-1.2300525154035116
890,-1.2433923151075226
891,-1.2228226809157539
892,-1.2246128357562822
893,-1.2022291360442172
894,-1.2348521124456346
895,-1.2161789726965206
896,-1.2310351342270054
897,-1.2316217324168413
898,-1.2215975731918491
899,-1.2271810315318943
900,-1.2209109276840366
901,-1.2837500817996939
902,-1.2269492395145376
903,-1.2308735011779155
904,-1.2170274872140787
905,-1.222843602760551
906,-1.235034981953729
907,-1.2130273248731476
908,-1.229190708435688
909,-1.2630903106374838
910,-1.241696229915029
911,-1.2424491017135149
912,-1.2578305903169298
913,-1.2356378614288015
914,-1.224426898759665
915,-1.2582760053811615
916,-1.2754736831507731
917,-1.2569326813687984
918,-1.231243644793009
919,-1.2402945449671794
920,-1.2225439327279317
921,-1.2505077873308634
922,-1.2311977111187178
923,-1.24619434789284
924,-1.2233416370509826
925,-1.2348005157156088
926,-1.2424203145135309
927,-1.215474551485986
928,-1.2660160654598904
929,-1.2408700530062016
930,-1.2547622366049855
931,-1.248337106606395
932,-1.2101010981294298
933,-1.2752685546875
934,-1.2355966469676225
935,-1.230614101763853
936,-1.2121670123228092
937,-1.2366844255899645
938,-1.2589322906179525
939,-1.2490432581950708
940,-1.2233259063406088
941,-1.223702814161163
942,-1.2481154608972294
943,-1.223788939800459
944,-1.2326290484556217
945,-1.2470215472978414
946,-1.2451510085273034
947,-1.2334303708420586
948,-1.2695842624939595
949,-1.2429955865918976
950,-1.260390920737355
951,-1.2462446075124838
952,-1.2154858775974549
953,-1.2845746856374838
954,-1.2286674263551063
955,-1.2289746471287049
956,-1.217924924240899
957,-1.2630033198091173
958,-1.2460395577027625
959,-1.2384078822185083
960,-1.2468066657941366
961,-1.2559331520316528
962,-1.2658843207605106
963,-1.2723775647350193
964,-1.2626637724257006
965,-1.2522057602086019
966,-1.2728962849095924
967,-1.2756604066829091
968,-1.2449537454192172
969,-1.2293024751328931
970,-1.2645992003765303
971,-1.292365634564272
972,-1.2664919194486952
973,-1.2714308905847294
974,-1.250308793844636
975,-1.2568373532639336
976,-1.2650126034451514
977,-1.2438266400209408
978,-1.222974639577964
979,-1.2386693266249194
980,-1.237524209563265
981,-1.2503994027363885
982,-1.2417983222253544
983,-1.2639147571681701
984,-1.2635573554284794
985,-1.208172984958924
986,-1.2517886604230428
987,-1.2339055956024485
988,-1.2332771537230187
989,-1.2423371777092058
990,-1.2830440875181217
991,-1.2454598810254913
992,-1.2404634141430413
993,-1.2369628591635793
994,-1.212089931841978
995,-1.2647236302955864
996,-1.254198762559399
997,-1.2512169277545102
998,-1.226993914731999
999,-1.27366732567856
1000,-1.2616824120590366
1001,-1.2598427054808312
1002,-1.2688663915260552
1003,-1.2710358924472456
1004,-1.2593229628100837
1005,-1.224148622493154
1006,-1.237772518826514
1007,-1.2670328985784471
1008,-1.2691253976723582
1009,-1.2580870008960212
1010,-1.26042143831548
1011,-1.2643445988291317
1012,-1.2261140174472456
1013,-1.19523714989731
1014,-1.2727525848703287
1015,-1.2669023336823453
1016,-1.2188015967300259
1017,-1.2271600310335453
1018,-1.2177264813295345
1019,-1.2110501318862759
1020,-1.2324744155726481
1021,-1.2385850100173164
1022,-1.2229999660216655
1023,-1.2486825530062016
1024,-1.2029636029115658
1025,-1.223763927970965
1026,-1.2213340051395376
1027,-1.2128560960907298
1028,-1.2572310929445876
1029,-1.2146545095542043
1030,-1.2199625231556057
1031,-1.2351788393000966
1032,-1.2455727488724226
1033,-1.2262293235542847
1034,-1.2263860014296069
1035,-1.257458873630799
1036,-1.2696581968327159
1037,-1.2679971911243557
1038,-1.2643159689362515
1039,-1.2765677540572649
1040,-1.2614873512504028
1041,-1.290521366080058
1042,-1.2668864456648679
1043,-1.2832254626087307
1044,-1.2830503798022712
1045,-1.2489292105448615
1046,-1.2783918872322004
1047,-1.2606918492268042
1048,-1.26189469799553
1049,-1.2588257150551707
1050,-1.275412726648075
1051,-1.2904982419358086
1052,-1.277639880622785
1053,-1.2710754551838355
1054,-1.1969019309761597
1055,-1.1985651389839722
1056,-1.2195897839733005
1057,-1.2134522113603414
1058,-1.2154992487012726
1059,-1.2149039986207313
1060,-1.2074720245046713
1061,-1.2136504183110504
1062,-1.2100510744704414
1063,-1.2024287587588596
1064,-1.2480243800841655
1065,-1.204350972912975
1066,-1.2027471483368235
1067,-1.1898518985079736
1068,-1.2178121350475193
1069,-1.2193696326816206
1070,-1.2230705969112436
1071,-1.2153150420827963
1072,-1.2138568052311534
1073,-1.2344221921311211
1074,-1.199632782297036
1075,-1.2299028376943058
1076,-1.2422015003322326
1077,-1.2166637145366865
1078,-1.257080707353415
1079,-1.2178593271786404
1080,-1.2179944539807506
1081,-1.216159702576313
1082,-1.2183965309379028
1083,-1.2851249458863563
1084,-1.1969569884624678
1085,-1.2260642297489126
1086,-1.208369304224388
1087,-1.2305428416458601
1088,-1.245996848824098
1089,-1.2231468908565561
1090,-1.2235901822748871
1091,-1.238125044045989
1092,-1.242973720904478
1093,-1.257331454876772
1094,-1.2453537773840206
1095,-1.260446607452078
1096,-1.2659414232391673
1097,-1.268798198896585
1098,-1.2145310234777706
1099,-1.2468899599055654
1100,-1.2422456249748308
1101,-1.2484039621254832
1102,-1.2550460186201273
1103,-1.2874194273014659
1104,-1.247004007555775
1105,-1.2450479723743557
1106,-1.2493157140987436
1107,-1.2086141527313548
1108,-1.26699766178721
1109,-1.2584451105176788
1110,-1.1884248871164225
1111,-1.211255339003101
1112,-1.1954295364851804
1113,-1.210051389084649
1114,-1.18998812645981
1115,-1.1995476791539144
1116,-1.197560025244644
1117,-1.1852523961018042
1118,-1.2067626481203688
1119,-1.2101201322889819
1120,-1.1931819325869846
1121,-1.217885912079172
1122,-1.1924268584890463
1123,-1.18444108471428
1124,-1.1946614058976321
1125,-1.1908890242429124
1126,-1.21196078270981
1127,-1.2067199392417043
1128,-1.2420471820634664
1129,-1.2416658696440077
1130,-1.197977125030203
1131,-1.246102087276498
1132,-1.24736117333481
1133,-1.2391941031229865
1134,-1.2713554618284875
1135,-1.2405027409189755
1136,-1.2441925363442332
1137,-1.221704227408183
1138,-1.2414721459457554
1139,-1.2901067045546069
1140,-1.2389603447668331
1141,-1.2418933357160116
1142,-1.2435353859183715
1143,-1.264315732975596
1144,-1.2459282629268686
1145,-1.2311351028914304
1146,-1.2227160266994201
1147,-1.2579062550338274
1148,-1.245324832876933
1149,-1.2227124086360341
1150,-1.2754622783857523
1151,-1.252340257782297
1152,-1.2490147856092944
1153,-1.1989154619039948
1154,-1.2040598761175096
1155,-1.2510738569436615
1156,-1.2833852866261275
1157,-1.244156827631685
1158,-1.2530899047851562
1159,-1.2559990637081186
1160,-1.2374587698081105
1161,-1.2004630491905606
1162,-1.2495736977488725
1163,-1.2382230463716173
1164,-1.2456464472505235
1165,-1.2343872699540914
1166,-1.2217462284048808
1167,-1.237053310748228
1168,-1.2433951466353899
1169,-1.2314835381262081
1170,-1.2684820116180735
